Tags,Checked,Name,Formula,Annot. Source: Predicted Compositions,Annot. Source: mzCloud Search,Annot. Source: Metabolika Search,Annot. Source: ChemSpider Search,Annot. DeltaMass [ppm],Calc. MW,m/z,RT [min],Area (Max.),# ChemSpider Results,# mzCloud Results,mzCloud Best Match,mzCloud Best Match Confidence,mzCloud Best Sim. Match,MS2,Reference Ion,"Group Area: Control, Sample","Group Area: Dosed, Sample","Group CV [%]: Control, Sample","Group CV [%]: Dosed, Sample","Ratio: (Dosed, Sample) / (Control, Sample)","Log2 Fold Change: (Dosed, Sample) / (Control, Sample)","P-value: (Dosed, Sample) / (Control, Sample)","Adj. P-value: (Dosed, Sample) / (Control, Sample)",Peak Rating (Max.),Peak Rating: 5weeks_1_nonpolar_neg.raw (F1),Peak Rating: 5weeks_2_nonpolar_neg.raw (F2),Peak Rating: 5weeks_3_nonpolar_neg.raw (F3),Peak Rating: 5weeks_4_nonpolar_neg.raw (F4),Peak Rating: 8weeks_1_nonpolar_neg.raw (F9),Peak Rating: 8weeks_2_nonpolar_neg.raw (F10),Peak Rating: 8weeks_3_nonpolar_neg.raw (F11),Peak Rating: 8weeks_4_nonpolar_neg.raw (F12),Peak Rating: 12weeks_1__nonpolar_neg.raw (F17),Peak Rating: 12weeks_2_nonpolar_neg.raw (F18),Peak Rating: 12weeks_3_nonpolar_neg.raw (F19),Peak Rating: 12weeks_4_nonpolar_neg.raw (F20),Peak Rating: 5weeks_9_nonpolar_neg.raw (F5),Peak Rating: 5weeks_10_nonpolar_neg.raw (F6),Peak Rating: 5weeks_11_nonpolar_neg.raw (F7),Peak Rating: 5weeks_12_nonpolar_neg.raw (F8),Peak Rating: 8weeks_9_nonpolar_neg.raw (F13),Peak Rating: 8weeks_10_nonpolar_neg.raw (F14),Peak Rating: 8weeks_11_nonpolar_neg.raw (F15),Peak Rating: 8weeks_12_nonpolar_neg.raw (F16),Peak Rating: 12weeks_9_nonpolar_neg.raw (F21),Peak Rating: 12weeks_10_nonpolar_neg.raw (F22),Peak Rating: 12weeks_11_nonpolar_neg.raw (F23),Peak Rating: 12weeks_12_nonpolar_neg.raw (F24),Peak Rating: Blk8_nonpolar_neg.raw (F25),Peak Rating: Blk9_nonpolar_neg.raw (F26),Peak Rating: Blk10_nonpolar_neg.raw (F27),Peak Rating: Blk11_nonpolar_neg.raw (F28),Peak Rating: Blk12_nonpolar_neg.raw (F29),Peak Rating: Blk13_nonpolar_neg.raw (F30),Peak Rating: Blk14_nonpolar_neg.raw (F31)
,FALSE,,C27 H53 O4 P S2,Full match,No results,No results,No results,-2.57,536.31091,535.30363,3.125,16116746.29,0,0,,,,No MS2,[M-H]-1,4948345.438,7165428.604,81.52009553,37.96319398,1.448,0.53,0.187073421,0.697160281,6.7,2.3,5.8,,5.5,6.2,6.6,4.8,4.5,4.1,6.2,3.7,6.2,6.7,5.4,5,5.7,5.4,6.1,5.6,6.3,6.3,6.7,5.2,6.3,,,,,,,
,FALSE,steviol,C20 H30 O3,Full match,No results,Partial match,Full match,-0.11,318.21946,317.21217,1.657,16114350.16,86,0,,,,No MS2,[M-H]-1,1061003.564,4373987.246,95.44943195,82.34377977,4.123,2.04,0.000699089,0.07248538,6.2,,,,2.3,0.7,3.1,,0.8,4.1,,,1.8,2.7,2.7,3.3,3.7,6.2,6,4.3,4.8,4.8,6,3.3,4.8,,,,,,,
,FALSE,,C17 H41 N9 O4 P2,Full match,No results,No results,No match,-1.45,497.27495,496.26767,2.953,16113953.56,1,0,,,,No MS2,[M-H]-1,5850462.628,7020318.859,77.19099501,48.59761941,1.2,0.26,0.225385726,0.727922831,4.3,,2.2,1.6,2.8,2.8,3.6,2.2,,1.6,3.6,,2.2,2.6,,,,3.2,3.9,2.4,3.2,,3,3.2,4.3,,,,,,,
,FALSE,lactide,C6 H8 O4,Full match,No results,Partial match,Full match,-0.18,144.04223,143.03497,5.056,16110385.96,41,0,,,,No MS2,[M-H]-1,374093.0678,331069.1296,189.7115818,270.1983015,0.885,-0.18,0.841211734,0.976142111,4.2,1.1,,,,2.4,,,,,,3,,4.2,,0.8,2.4,,4,,,,,,,,3,,,,,
,FALSE,,C21 H37 Cl3 N4 O3,Full match,No results,No results,No results,4.97,498.1956,543.19379,1.443,16097881.4,0,0,,,,No MS2,[M+FA-H]-1,6017091.821,6186226.154,47.79788206,29.17246549,1.028,0.04,0.73623292,0.95401599,7.4,6.2,5.2,4.8,6.4,5.8,6.2,5.6,6,6,5.6,6,5.1,6.8,6.1,7.2,6.6,5.5,6.6,6.6,6.2,6.6,6.1,7.4,7,,,,,,,
,FALSE,,C44 H87 N O6,Full match,No results,No results,No results,-0.91,725.65268,724.64538,18.111,16096502.14,0,0,,,,No MS2,[M-H]-1,3974728.823,1872962.554,83.70748405,52.13562736,0.471,-1.09,0.003465174,0.147035471,5.8,5.1,5.1,5.8,3.3,3.3,1.8,3.5,3.9,3.7,4.1,2.6,4.1,2.7,,3.1,1.2,4.6,5.2,3.9,4.8,1.6,2,,2.3,,,,,,,
,FALSE,,C2 H4 Cl2 N2 P2,Full match,No results,No results,No results,-4.71,187.92179,186.91451,1.216,16080770.1,0,0,,,,No MS2,[M-H]-1,1290826.13,1544115.707,142.5167634,86.26361175,1.196,0.26,0.579184293,0.909528732,5.5,5.2,5.5,2.2,0.8,3.1,,,,,,3.3,,4.3,2.7,,3.5,,,,,2.3,4.8,3.7,1.8,,,,,,,
,FALSE,,C23 H37 Br Cl4 N4 S,Full match,No results,No results,No match,0.39,620.06788,619.06061,2.343,16075196.46,2,0,,,,No MS2,[M-H]-1,7216733.294,8627434.681,57.65941483,42.72677712,1.195,0.26,0.795652083,0.966159694,6.4,5.1,5.1,6.2,3.5,4.7,4.1,3.7,5.5,4.5,2,3.7,5.1,4.3,4.7,6,3.9,4.3,2.6,3.6,6.4,5.8,5.1,5.1,3.7,,,,,,,
,FALSE,"5-isobutylimidazolidine-2,4-dione",C7 H12 N2 O2,Full match,No results,No results,Full match,-0.13,156.08986,155.0826,31.119,16066888.92,25,0,,,,No MS2,[M-H]-1,6004724.991,5922214.659,39.96795578,63.91687104,0.986,-0.02,0.976875926,0.995914755,4.8,2.7,3.5,3.1,,3.8,3.1,3.1,2.3,,3.3,2.7,,3.3,2.4,,2.4,2.8,,2.8,,2.4,2.7,2.2,2.2,4.1,4.8,,4.8,,4.5,
,FALSE,"4-[(1,2,2,6,6-Pentamethyl-4-piperidinyl)carbamoyl]-1H-imidazole-5-carboxylic acid",C15 H24 N4 O3,No results,No results,No results,Full match,-2.09,308.1842,307.17689,10.192,16061524.45,7,0,,,,No MS2,[M-H]-1,784223.7491,1261077.54,161.3636073,129.5818118,1.608,0.69,0.960909055,0.992668394,5.2,3.3,0.9,,,,,,0.7,,,1.3,,1.1,,2.2,,,,0.5,5.2,,2,,,,1.7,,2.2,3.6,3,
,FALSE,N-(β-Ketooctanoyl)-L-homoserine,C12 H19 N O4,Full match,No results,No results,Full match,0.53,241.13154,240.12426,31.024,16031251.67,18,0,,,,No MS2,[M-H]-1,6499703.103,5977783.148,46.69177296,43.17285688,0.92,-0.12,0.388013755,0.834076529,4.1,2.2,3.7,2.4,3.6,3.2,2.6,3.9,3,2.8,3.2,1.8,,2.2,2.6,2.4,2.8,3.2,,2.8,1.1,3.2,2.6,3,4.1,,3.6,,4,,3.2,
,FALSE,,C18 H36 N9 O P,Full match,No results,No results,No match,-1.11,425.27757,424.27029,3.279,16030169.63,2,0,,,,No MS2,[M-H]-1,320319.2514,474427.9016,62.11242668,157.955652,1.481,0.57,0.076911295,0.519288105,6.2,,,,0.8,,,3.3,1.7,,,,2.9,,,,1,5.8,5.5,6.2,0.8,0.5,,4,,,,,,,,
,FALSE,,C29 H42 Cl4 S4,Full match,No results,No results,No results,-0.84,658.09179,657.08452,5.464,16005337.62,0,0,,,,No MS2,[M-H]-1,5786242.739,6032011.641,59.12127713,55.32181956,1.042,0.06,0.126531038,0.622195301,5.6,2.2,5.6,4.1,3.2,4.5,4.1,2.6,4.3,4.8,5.6,4.5,4.1,4.8,3.9,4.7,3.2,2.6,1.8,4.5,5.6,3.7,,3.6,2.6,,,,,,,
,FALSE,,C29 H32 Cl4 O2 S,Full match,No results,No results,No results,0.64,584.08809,583.08081,7.254,16001278.81,0,0,,,,No MS2,[M-H]-1,8835041.646,9319068.648,30.7550072,32.80980977,1.055,0.08,0.497475575,0.876944096,6.3,5.6,4.8,4.8,3.7,5,6,4.1,5.6,5.7,5.2,5,6.3,6,5.4,5.6,3.3,6.3,6.3,6,6.3,,4.8,5.2,6.1,,,,,,,
,FALSE,,C27 H48 N9 O15 P,Full match,No results,No results,No results,1.89,769.3022,768.29493,10.424,15985244.21,0,0,,,,No MS2,[M-H]-1,4948612.255,2866420.883,78.75494861,52.49309169,0.579,-0.79,0.416939828,0.846478152,5.8,,,,,4.1,3.2,,,4.6,,3.5,2.6,5.8,2.7,3.1,4.1,,1.4,,3.7,3.7,3,,,,,,,,,
,FALSE,,C31 H36 Cl4 P2,Full match,No results,No results,No results,-1.56,610.10368,609.09641,4.062,15972571.8,0,0,,,,No MS2,[M-H]-1,5400314.087,5482297.183,58.24305741,70.51995845,1.015,0.02,0.913705907,0.985321443,6.2,4.6,5.2,4.5,5.8,4.8,6.2,4.6,4.2,4.5,5.5,5.6,5.8,6,3.5,6.2,6,2,5.2,1.2,5.2,5.2,6,5.8,6.2,,,,,,,
,FALSE,,C31 H76 N10 O8 P2 S,Full match,No results,No results,No results,2.37,810.50627,791.48839,1.449,15942057,0,0,,,,No MS2,[M-H-H2O]-1,1395622.395,1121938.368,147.0719927,119.3485739,0.804,-0.31,0.518271062,0.88968915,7,,5.8,,5.6,5.6,6.2,5.8,4.2,,5,,5,4.8,6.6,3.6,7,5.8,5,7,3.1,2.9,,2.9,4.8,,,,,,,
,FALSE,,C31 H74 N10 O7 P2 S,Full match,No results,No results,No match,2.94,792.49612,791.48884,1.452,15942057,4,0,,,,No MS2,[M-H]-1,1395622.395,1121938.368,146.5959712,119.2664239,0.804,-0.31,0.54403098,0.898525082,7,,5.8,,5.6,5.6,6.2,5.8,4.2,,5,,5,4.8,6.6,3.6,7,5.8,6.1,7,5.8,2.9,,2.9,4.8,,,,,,,
,FALSE,,C33 H75 N6 O13 P,Full match,No results,No results,No match,-2.48,794.511,793.50373,1.447,15942057,14,0,,,,No MS2,[M-H]-1,1395622.395,5287484.019,146.4216585,94.31463315,3.789,1.92,0.248791469,0.744514729,6.6,,5.8,,6,5.6,6.2,5.1,4.2,,5.4,,5,5.2,6.2,4,6.6,5.5,5.8,6.6,6.2,2.9,,2.9,5.2,,,,,,,
,FALSE,,,No results,No results,No results,No results,,403.23876,402.23149,1.169,15937292.6,0,0,,,,No MS2,[M-H]-1,6514561.554,6696946.866,61.05380419,55.34914841,1.028,0.04,0.179184686,0.687489558,6.2,2.2,4.7,5.4,3.7,2.8,6.2,3.6,2.2,2.3,3.6,3,4.1,2.6,3.7,3.3,4.8,3.6,4.7,3.6,3.2,2.2,3,4.5,3.9,,,,,,,
,FALSE,,C19 H41 N2 P,Full match,No results,No results,No match,-9.15,328.29773,327.29046,3.088,15928859.62,18,0,,,,No MS2,[M-H]-1,5409317.436,8477162.07,32.60890416,38.4895348,1.567,0.65,0.04282171,0.430726168,7.1,5.4,4.6,3.8,4.2,5.6,7.1,4.2,4.6,3.5,5.7,4.6,5,6.3,5.7,6,4.6,6.3,6,6.3,6.7,3.8,4.6,5,5.6,,,,,,,
,FALSE,Glycol oleate,C20 H38 O3,No results,No results,No results,Full match,0.13,326.28214,325.27486,3.089,15928859.62,8,0,,,,No MS2,[M-H]-1,5547016.394,8467689.51,31.67658189,38.49324187,1.527,0.61,0.04615076,0.441817067,7.1,5.4,4.6,3.8,4.2,6.3,7.1,4.2,4.6,3.5,5.7,4.6,5.4,6.3,5.7,6,4.6,6.3,6,6.3,6.7,3.8,4.6,5,5.6,,,,,,,
,FALSE,,C38 H78 N2 O3,Full match,No results,No results,No results,-0.77,610.60077,609.5935,18.205,15913994.72,0,0,,,,No MS2,[M-H]-1,830902.4958,407589.1131,157.2291189,82.92091475,0.491,-1.03,0.147658554,0.648804618,6.6,4.6,6.2,6.6,0.2,,3.3,,,,5.2,5.6,4.6,,,,,1,2.9,2.5,2.7,3.1,3.9,,3.9,3.7,,,,,,
,FALSE,Testosterone isocaproate,C25 H38 O3,Full match,No results,No results,Full match,-0.63,386.28185,385.27458,1.913,15904640,12,0,,,,No MS2,[M-H]-1,7391059.016,10394952.47,40.32017375,31.85253317,1.406,0.49,0.211476688,0.71254385,7.5,5.6,6.4,5.6,6.2,6.6,6.6,6.4,6.6,6.4,6.2,6,6.2,7.1,6.7,7.1,7.1,7.1,7.1,7.1,6.5,7.5,7.1,6.7,6.7,,,,,,,
,FALSE,,C22 H45 N4 O4 P,Full match,No results,No results,No match,1.49,460.31853,459.31126,1.357,15903139.5,10,0,,,,No MS2,[M-H]-1,7980483.911,9511718.92,31.44440385,27.87397687,1.192,0.25,0.052004986,0.466164335,7,4.8,4.8,4.2,4.4,5.2,3.7,3.1,5,2.3,2.9,3.5,3.7,4.7,5.3,7,4.9,6.5,6.5,3.8,4.9,6.5,5.3,4.9,4.9,,,,,,,
,FALSE,(Hydroxyethyl)methacrylate,C6 H10 O3,Full match,No results,Partial match,Full match,0.05,130.063,129.05573,31.497,15895690.94,70,0,,,,No MS2,[M-H]-1,3999554.191,4399959.191,87.01775857,76.85696107,1.1,0.14,0.944821373,0.989199315,5.6,,2.8,3.3,5.6,,4.2,3,,5.4,1.3,,3,,5,,2.8,,0.9,2,,1.8,2.8,3,1.3,0.9,4.2,3,,0.8,,5.6
,FALSE,,C34 H63 N5,Full match,No results,No results,No results,-3.32,541.50655,586.50479,12.224,15892319.35,0,0,,,,No MS2,[M+FA-H]-1,1918155.088,931501.3669,122.85873,96.69540526,0.486,-1.04,0.05457165,0.471555285,6.2,3.9,3.6,6.2,2.1,3.1,3.9,1.6,0.5,3.3,2.7,1.6,0.5,1.4,,0.2,3.7,,3.1,,,3.9,2.3,2.2,5.2,,,,,,,
,FALSE,,C29 H66 N9 O P,Full match,No results,No results,No results,-1.57,587.51187,586.50459,12.233,15892319.35,0,0,,,,No MS2,[M-H]-1,1918155.088,1055760.703,122.85873,93.19989137,0.55,-0.86,0.065623562,0.495212762,6.2,3.9,3.6,6.2,2.1,3.1,3.9,1.6,0.5,3.3,2.7,1.6,0.5,1.4,,0.2,3.7,,3.1,,,3.9,,2.2,5.2,,,,,,,
,FALSE,,C52 H92 O9,Full match,No results,No results,No results,-0.5,860.67371,859.66643,18.355,15884972.94,0,0,,,,No MS2,[M-H]-1,3837172.061,2511959.333,75.64941962,51.36705945,0.655,-0.61,0.009800411,0.231624791,6.6,6.2,6.6,6.2,4.8,5.6,5.6,3.9,5.6,6,6,5.6,5.6,5.6,2.3,2.3,6,4.6,4.5,4.6,5.2,3.5,4.1,6,5.6,,,,,,,
,FALSE,,C38 H79 N4 O P3,Full match,No results,No results,No results,2.49,700.54842,699.54114,13.22,15884564.55,0,0,,,,No MS2,[M-H]-1,3693070.731,3693531.603,81.55817147,76.28432984,1,0,0.653759585,0.92952225,5.5,4.5,3.3,2.6,5.5,1.6,3.3,2.3,2.2,2,4.5,4.1,4.5,5.1,3,3.3,3.7,,2.3,4.2,2.7,4.8,4.1,4.5,3.7,,,,,,,
,FALSE,,C40 H64 N4 O2,Full match,No results,No results,No results,-2.68,632.50123,631.49395,3.09,15882613.55,0,0,,,,No MS2,[M-H]-1,1963039.798,2315521.129,78.33382038,119.2775392,1.18,0.24,0.197707408,0.703874806,5.6,,,1.4,4.2,3.5,5.2,2.2,4.5,2.6,,5.2,4.8,4.1,3.7,5.5,5.6,5,5.6,5.5,5.6,2.7,3.5,3.9,3.5,,,,,,,
,FALSE,,C29 H67 N10 O3 P,Full match,No results,No results,No results,5.22,634.51683,633.50956,3.098,15882613.55,0,0,,,,No MS2,[M-H]-1,1304195.268,1712640.725,82.71138454,130.3219167,1.313,0.39,0.416933448,0.846478152,7,,,1.4,4.2,3.5,5.2,2,4.1,2.2,,5.2,4.8,4.1,2.3,,5.2,,4.5,7,4.2,,3.5,3.9,3.5,,,,,,,
,FALSE,,C32 H51 N3 O2 S3,Full match,No results,No results,No results,-7.83,605.3096,604.30232,1.09,15860440.54,0,0,,,,No MS2,[M-H]-1,705878.0092,1047662.797,111.0828117,137.5542314,1.484,0.57,0.838169904,0.975502001,6.6,,,,5.5,5.1,5.8,4.1,6.2,,,,,6.2,5.2,,3.9,5.6,,6.6,6.6,,,,,,,,,,,
,FALSE,,C41 H81 N O7,Full match,No results,No results,No results,-0.27,699.60111,698.59384,16.056,15858928.87,0,0,,,,No MS2,[M-H]-1,3341124.645,1636679.152,80.19068472,62.97980114,0.49,-1.03,0.001304225,0.095819555,5.8,1.8,2.6,3.3,3.3,5.8,5.5,5,4.3,4.1,5.2,3.7,4.1,2.3,3.5,2,4.8,4.1,3.5,,3.1,3.1,3.3,3.3,5.8,,,,,,,
,FALSE,,C36 H76 N9 O2 P,Full match,No results,No results,No results,-0.71,697.58546,696.57818,16.163,15858928.87,0,0,,,,No MS2,[M-H]-1,4506575.069,2072299.385,77.23800282,54.20519296,0.46,-1.12,0.032279015,0.382101995,5.6,4.1,4.5,5.2,5.2,5.5,5.5,2.6,4.3,4.1,4,3.3,4.5,3.3,4.6,3.5,4.8,4.5,3.1,,3.1,3.1,2.6,3,5.6,,,,,,,
,FALSE,,C42 H55 N9 O8,Full match,No results,No results,No results,-0.25,813.41716,812.40988,4.199,15828612.39,0,0,,,,No MS2,[M-H]-1,246616.8565,227299.8703,155.6648344,144.8279464,0.922,-0.12,0.695343272,0.940457973,7,,,,5.2,6.4,7,,6,,5.8,,,5.6,5.8,5.2,,6.2,,,,,,,,,,,,,,
,FALSE,,C27 H55 O3 P3,Full match,No results,No results,No match,6.22,520.33964,519.33259,1.243,15821375.26,2,0,,,,No MS2,[M-H]-1,9504222.612,9470260.893,27.15417451,28.3918165,0.996,-0.01,0.450526127,0.858644294,7.2,6.5,6.5,5.3,4.9,5.7,4.9,5.3,4.3,5.5,5.7,5.5,6.5,4.9,6.5,6.6,6.5,6.5,4.9,6.1,7.2,5.7,4.3,6.1,6.5,,,,,,,
,FALSE,,C33 H40 N10,Full match,No results,No results,No match,-2.49,576.3423,575.33503,3.92,15803631.49,1,0,,,,No MS2,[M-H]-1,3176355.461,4089450.218,107.616368,49.24112772,1.287,0.36,0.428622371,0.849432948,6.6,,5.8,,5,5.2,4.8,,6.1,3.7,6.2,5.2,6.6,6,5.6,6.4,4.5,3.9,2.7,4.1,5.6,4.8,6,4.5,6.6,,,,,,,
,FALSE,"4-{(E)-[4-(Dimethylamino)benzylidene]amino}-1,5-dimethyl-2-phenyl-1,2-dihydro-3H-pyrazol-3-one",C20 H22 N4 O,No results,No results,No results,Full match,-4.27,334.17794,333.17078,1.221,15786930.79,42,0,,,,No MS2,[M-H]-1,6675136.99,8192189.739,49.19937268,47.15405771,1.227,0.3,0.900418938,0.983051102,6.2,5.6,6.2,5.5,3,4.8,5.5,4.8,4.8,4.8,3.6,5.6,4.7,4.1,5.6,4.8,3,4.7,4.7,5.6,6.2,5.5,3.2,5.5,4.3,,,,,,,
,FALSE,"1,4-Dimethyl-2,5-bis(phenylacetyl)-1,2,4,5-tetraazinane",C20 H24 N4 O2,Full match,No results,No results,Not the top hit,-4.65,352.18829,333.17072,1.162,15786930.79,8,0,,,,No MS2,[M-H-H2O]-1,6675136.99,8192189.739,49.19937268,47.15405771,1.227,0.3,0.900418938,0.983051102,6.2,4.8,6.2,5.5,3,4.8,5.5,4.8,4.8,4.8,3.6,5.6,4.7,4.1,5.6,4.8,3,4.7,4.7,4.5,3.9,5.5,3.2,5.5,4.3,,,,,,,
,FALSE,,C20 H41 O9 P,Full match,No results,No results,No match,-0.59,456.24855,455.24127,2.057,15785590.97,3,0,,,,No MS2,[M-H]-1,6483888.99,8400740.875,55.77553179,45.74551247,1.296,0.37,0.175729118,0.684858827,6.4,2.6,4.5,3.5,5.5,5.6,6.4,4.8,5,5.2,6.2,5.6,5.8,5.2,4.8,4.5,4.1,6.2,5.5,6.2,6.2,6.2,5.8,6.2,6.2,,,,,,,
,FALSE,,C37 H58 Cl N6 O11 P3,Full match,No results,No results,No results,-0.67,890.3059,889.29862,5.457,15760881.84,0,0,,,,No MS2,[M-H]-1,8283647.005,6667835.197,48.40511582,32.25761082,0.805,-0.31,0.935543209,0.98783133,4.1,2.6,4.1,,,2.8,2.8,2,1.3,1.1,1.7,2.8,2.4,2.2,2.6,2.9,,3.5,2.7,3.5,3.8,2.6,3.3,,2.3,,,,,,,
,FALSE,,C35 H51 Cl N8 O17,Full match,No results,No results,No results,0.37,890.3064,889.29912,5.64,15760881.84,0,0,,,,No MS2,[M-H]-1,8175681.292,4993650.597,58.61423365,64.70336598,0.611,-0.71,0.452746827,0.859409522,5.2,3,2.6,,2,2.8,2.8,2,1.3,1.8,1.7,,1.7,1.7,1.7,2.4,,,5.2,4.1,3.7,2.8,2.8,,2.6,,,,,,,
,FALSE,,C27 H48 O4 S,Full match,No results,No results,No match,-0.69,468.32701,467.31973,7.611,15738472.73,2,0,,,,No MS2,[M-H]-1,7118283.504,5835658.646,39.07433216,26.58608947,0.82,-0.29,0.200678284,0.705399885,6.8,6.7,5,6,5.2,5,6.7,5.7,5.2,5,6.3,6.1,5.7,5.7,5.1,6.6,5.9,6.2,6.5,5.5,6.2,6.8,5.5,5.5,6.8,,,,,,,
,FALSE,Oxetacaine,C28 H41 N3 O3,No results,No results,No results,Full match,-0.04,467.31477,466.3075,7.586,15738472.73,4,0,,,,No MS2,[M-H]-1,7109646.755,5835658.646,38.53311337,30.66281861,0.821,-0.28,0.144332297,0.646353306,6.7,6.7,5,6,5.2,4.6,6.7,6.1,5.2,5,6.3,6.1,5.7,5.2,4.2,6.1,5.4,5.7,6,5,5.4,6.3,5,5,6.3,,,,,,,
,FALSE,,,No results,No results,No results,No results,,920.59852,919.59124,14.568,15731867.19,0,0,,,,No MS2,[M-H]-1,8028563.167,4551783.575,48.8379111,59.9052146,0.567,-0.82,0.073660559,0.509991283,5.8,4.7,3.7,3,5.1,5.1,5.8,4.5,4.3,4.1,3,4.3,5.1,3.7,2,3,4.7,1.8,3.7,2.3,3.3,3.9,3.9,3.7,4.3,,,,,,,
,FALSE,,C19 H43 N3 O3 P2,Full match,No results,No results,No results,-7.75,423.27469,422.26741,2.588,15729462.05,0,0,,,,No MS2,[M-H]-1,4064069.766,6280293.667,70.82814357,52.14076657,1.545,0.63,0.332426547,0.808077855,6.7,6.2,6,4.5,5.6,6.4,5.6,6,6.4,4.5,6.2,6,6.4,6,4.2,5.2,4.8,6.4,4.8,5.6,6.2,6.7,6.2,6.6,5.8,,,,,,,
,FALSE,,C38 H74 Cl4 O2 S3,Full match,No results,No results,No results,-0.85,798.35982,797.35254,5.313,15728053.3,0,0,,,,No MS2,[M-H]-1,10206090.58,10957411.78,30.88244025,32.46142747,1.074,0.1,0.431294903,0.849727907,6,5.2,2.7,4.4,3.1,6,6,4.8,5.6,3.7,3.3,2.7,5.2,4.4,3.7,4.8,3.5,4.8,4.8,6,6,4.1,3.1,5.6,4.2,,,,,,,
,FALSE,,C28 H60 N6 O,Full match,No results,No results,No match,4.72,496.4852,495.47792,14.503,15720755.54,2,0,,,,No MS2,[M-H]-1,3132518.602,2607115.074,91.88509526,77.63884513,0.832,-0.26,0.111714509,0.596716768,6.6,4.5,5.8,5.2,6,4.1,5.6,0.8,5.6,4.8,6.2,6.4,5.8,5.6,,4.8,0.8,4.5,5.6,2.7,6.6,4.7,,5,4.1,,,,,,,
,FALSE,,C36 H76 N3 O3 P3,Full match,No results,No results,No match,6.89,691.51472,690.50744,14.519,15719787.05,12,0,,,,No MS2,[M-H]-1,4092240.931,4423259.797,71.11079238,56.96416309,1.081,0.11,0.816609885,0.971661426,5.5,1.8,3.7,4.5,1.7,3.7,5.2,,2.4,4.5,5.5,3.7,3.7,3.6,3.3,2.2,1.4,3.7,3.7,5.1,5.1,3,2.3,0.7,2.2,,,,,,,
,FALSE,,C6 H13 Cl N2 O6 S,Full match,No results,No results,No match,0.72,276.01848,275.01121,3.995,15699465.31,8,0,,,,No MS2,[M-H]-1,2606798.688,4012019.716,103.5416497,63.96755662,1.539,0.62,0.613702672,0.920789925,4.1,,,,2.4,0.6,3.7,1.6,,3.9,,,,2.2,,1.4,,,2.2,,,4.1,2.3,3.3,1.1,,,,,,,
,FALSE,,C29 H44 N4,Full match,No results,No match,No match,-3.6,448.35498,447.34771,1.728,15696210.62,8,0,,,,No MS2,[M-H]-1,4368470.174,6187255.654,47.1494655,46.82518711,1.416,0.5,0.019282589,0.307970498,5.5,3.3,1.8,2.6,3.9,3.7,4.7,5,3.7,3,3.3,3.7,3,4.1,3.3,5.2,3.7,4.7,5.1,3.9,3.7,5.5,4.1,5.2,5.1,,,,,,,
,FALSE,,C20 H39 N O10 P2 S,Full match,No results,No results,No match,-5,547.17425,546.16698,1.003,15694381.01,1,0,,,,No MS2,[M-H]-1,8626638.658,8445242.315,46.62375223,32.41244582,0.979,-0.03,0.355514543,0.822835369,7.5,5,6.6,6.4,7,6.6,5.5,6.6,5.2,6,6,7,6.6,7.1,7.1,7.1,7.1,6.9,6.5,6.7,6.9,7.5,7.1,7.1,6.5,,,,,,,
,FALSE,,C33 H70 N10 S,Full match,No results,No match,No match,-3.57,638.54829,637.54101,4.103,15674993.58,162,0,,,,No MS2,[M-H]-1,807745.7796,816245.8332,74.7818238,165.0086667,1.011,0.02,0.345126783,0.816189445,5,,,,1.2,0.6,2.7,1.2,5,0.5,,,3.9,1.4,2.7,4.7,4.6,,2.3,2.8,,,,,2.1,,,,,,,
,FALSE,"5-Methyl-9-(1-pyrrolidinyl)benzimidazo[2,1-a]phthalazine",C19 H18 N4,Full match,No results,No results,Not the top hit,-4.29,302.15185,301.14461,1.133,15653969.77,42,0,,,,No MS2,[M-H]-1,3283295.677,5139426.079,62.74645218,67.24525535,1.565,0.65,0.454078304,0.859806297,6.6,6.6,,3.3,3.9,4.3,1.8,,6.6,,,3.7,5.2,5.6,5.2,4.1,5.6,5.5,5.8,,,5.2,4.1,4.8,3,,,,,,,
,FALSE,,C29 H45 N3 O6,Full match,No results,No results,No results,2.3,531.33206,590.34589,2.567,15615505.73,0,0,,,,No MS2,[M-H+HAc]-1,1254254.925,1248265.001,181.0555509,130.4050277,0.995,-0.01,0.553636564,0.902931319,5.8,,,,,2.3,4.6,2.3,4.2,2,5.8,2.1,4.5,2.1,,3.3,,2.5,4.2,5,5.6,1.8,3.9,5.8,4.7,,,,,,,
,FALSE,,C20 H47 N10 O5 P,Full match,No results,No results,No results,6.52,538.35036,537.34317,1.21,15607305.88,0,0,,,,No MS2,[M-H]-1,7858474.521,7623672.549,30.50548442,47.63219292,0.97,-0.04,0.918355693,0.985510046,6.7,6.7,5.2,5.6,4.8,4.8,4.8,4.4,3.8,5.7,5,5,5.6,4.7,5.5,3.1,4.5,4.3,5.1,4.3,5.5,4.7,2.6,4.7,3.6,,,,,,,
,FALSE,,C29 H42 N4,Full match,No results,No match,No match,-3.7,446.33929,445.33202,1.772,15601862.6,85,0,,,,No MS2,[M-H]-1,4491432.325,6178998.762,53.47867271,46.11650962,1.376,0.46,0.026561696,0.357245786,5.2,3.7,1.8,3,3.9,3.7,4.3,2.7,3.7,3.3,4.1,3.7,4.8,4.1,3.7,5.2,3.7,4.3,5.1,3.9,3.7,5.1,4.1,4.5,4.7,,,,,,,
